,ticker,date,close
114,AA,1962-06-14,50.75
115,AA,1962-06-15,52.0
116,AA,1962-06-18,52.75
117,AA,1962-06-19,52.0
118,AA,1962-06-20,51.0
119,AA,1962-06-21,49.63
120,AA,1962-06-22,47.38
121,AA,1962-06-25,45.75
122,AA,1962-06-26,47.5
123,AA,1962-06-27,47.0
124,AA,1962-06-28,50.0
125,AA,1962-06-29,52.0
126,AA,1962-07-02,54.25
127,AA,1962-07-03,55.75
128,AA,1962-07-05,58.0
129,AA,1962-07-06,56.63
130,AA,1962-07-09,57.0
131,AA,1962-07-10,56.12
132,AA,1962-07-11,57.0
133,AA,1962-07-12,56.87
134,AA,1962-07-13,56.75
135,AA,1962-07-16,55.87
136,AA,1962-07-17,54.0
137,AA,1962-07-18,55.13
138,AA,1962-07-19,54.5
139,AA,1962-07-20,54.88
140,AA,1962-07-23,54.25
141,AA,1962-07-24,53.75
142,AA,1962-07-25,53.25
143,AA,1962-07-26,53.75
144,AA,1962-07-27,56.0
145,AA,1962-07-30,56.87
146,AA,1962-07-31,58.25
147,AA,1962-08-01,59.0
148,AA,1962-08-02,59.12
149,AA,1962-08-03,59.38
150,AA,1962-08-06,58.75
151,AA,1962-08-07,57.13
152,AA,1962-08-08,58.25
153,AA,1962-08-09,59.38
154,AA,1962-08-10,60.62
155,AA,1962-08-13,60.62
156,AA,1962-08-14,62.0
157,AA,1962-08-15,63.28
158,AA,1962-08-16,63.88
159,AA,1962-08-17,63.37
160,AA,1962-08-20,63.5
161,AA,1962-08-21,61.75
162,AA,1962-08-22,60.75
163,AA,1962-08-23,60.75
164,AA,1962-08-24,59.5
165,AA,1962-08-27,60.5
166,AA,1962-08-28,60.0
167,AA,1962-08-29,59.5
168,AA,1962-08-30,58.13
169,AA,1962-08-31,58.87
170,AA,1962-09-04,59.0
171,AA,1962-09-05,59.63
172,AA,1962-09-06,59.75
173,AA,1962-09-07,59.5
174,AA,1962-09-10,59.5
175,AA,1962-09-11,59.75
176,AA,1962-09-12,59.87
177,AA,1962-09-13,59.5
178,AA,1962-09-14,59.75
179,AA,1962-09-17,59.25
180,AA,1962-09-18,57.75
181,AA,1962-09-19,57.88
182,AA,1962-09-20,56.5
183,AA,1962-09-21,54.75
184,AA,1962-09-24,52.75
185,AA,1962-09-25,55.13
186,AA,1962-09-26,53.87
187,AA,1962-09-27,52.75
188,AA,1962-09-28,52.13
189,AA,1962-10-01,51.13
190,AA,1962-10-02,52.13
191,AA,1962-10-03,51.75
192,AA,1962-10-04,51.5
193,AA,1962-10-05,53.25
194,AA,1962-10-08,52.87
195,AA,1962-10-09,53.5
196,AA,1962-10-10,54.0
197,AA,1962-10-11,53.0
198,AA,1962-10-12,53.5
199,AA,1962-10-15,53.25
200,AA,1962-10-16,53.12
201,AA,1962-10-17,52.25
202,AA,1962-10-18,51.37
203,AA,1962-10-19,50.5
204,AA,1962-10-22,49.5
205,AA,1962-10-23,49.75
206,AA,1962-10-24,52.0
207,AA,1962-10-25,53.5
208,AA,1962-10-26,52.5
209,AA,1962-10-29,52.75
210,AA,1962-10-30,52.63
211,AA,1962-10-31,53.38
212,AA,1962-11-01,53.87
213,AA,1962-11-02,53.75
214,AA,1962-11-05,54.25
215,AA,1962-11-07,53.25
216,AA,1962-11-08,51.5
217,AA,1962-11-09,53.12
218,AA,1962-11-12,53.63
219,AA,1962-11-13,53.25
220,AA,1962-11-14,55.87
221,AA,1962-11-15,55.0
222,AA,1962-11-16,54.75
223,AA,1962-11-19,54.0
224,AA,1962-11-20,52.87
225,AA,1962-11-21,53.25
226,AA,1962-11-23,55.0
227,AA,1962-11-26,54.13
228,AA,1962-11-27,56.5
229,AA,1962-11-28,58.0
230,AA,1962-11-29,56.87
231,AA,1962-11-30,55.25
232,AA,1962-12-03,54.0
233,AA,1962-12-04,55.13
234,AA,1962-12-05,56.0
235,AA,1962-12-06,54.75
236,AA,1962-12-07,54.25
237,AA,1962-12-10,53.75
238,AA,1962-12-11,54.0
239,AA,1962-12-12,53.75
240,AA,1962-12-13,53.38
241,AA,1962-12-14,53.12
242,AA,1962-12-17,52.13
243,AA,1962-12-18,51.25
244,AA,1962-12-19,53.0
245,AA,1962-12-20,52.94
246,AA,1962-12-21,52.13
247,AA,1962-12-24,54.0
248,AA,1962-12-26,53.87
249,AA,1962-12-27,54.25
250,AA,1962-12-28,54.75
251,AA,1962-12-31,54.62
252,AA,1963-01-02,53.87
253,AA,1963-01-03,54.62
254,AA,1963-01-04,56.63
255,AA,1963-01-07,56.63
256,AA,1963-01-08,57.62
257,AA,1963-01-09,58.63
258,AA,1963-01-10,59.25
259,AA,1963-01-11,59.5
260,AA,1963-01-14,59.63
261,AA,1963-01-15,59.5
262,AA,1963-01-16,58.0
263,AA,1963-01-17,59.25
264,AA,1963-01-18,60.5
265,AA,1963-01-21,59.87
266,AA,1963-01-22,59.5
267,AA,1963-01-23,59.0
268,AA,1963-01-24,58.63
269,AA,1963-01-25,58.5
270,AA,1963-01-28,57.0
271,AA,1963-01-29,57.0
272,AA,1963-01-30,57.62
273,AA,1963-01-31,57.88
274,AA,1963-02-01,57.88
275,AA,1963-02-04,56.87
276,AA,1963-02-05,56.63
277,AA,1963-02-06,56.75
278,AA,1963-02-07,56.25
279,AA,1963-02-08,55.87
280,AA,1963-02-11,55.0
281,AA,1963-02-12,54.75
282,AA,1963-02-13,55.75
283,AA,1963-02-14,56.63
284,AA,1963-02-15,57.0
285,AA,1963-02-18,57.62
286,AA,1963-02-19,57.5
287,AA,1963-02-20,56.87
288,AA,1963-02-21,56.12
289,AA,1963-02-25,56.0
290,AA,1963-02-26,56.0
291,AA,1963-02-27,55.13
292,AA,1963-02-28,54.62
293,AA,1963-03-01,53.87
294,AA,1963-03-04,54.25
295,AA,1963-03-05,53.0
296,AA,1963-03-06,53.0
297,AA,1963-03-07,54.13
298,AA,1963-03-08,54.75
299,AA,1963-03-11,54.62
300,AA,1963-03-12,54.62
301,AA,1963-03-13,53.5
302,AA,1963-03-14,53.5
303,AA,1963-03-15,53.75
304,AA,1963-03-18,53.0
305,AA,1963-03-19,52.63
306,AA,1963-03-20,52.5
307,AA,1963-03-21,51.75
308,AA,1963-03-22,51.62
309,AA,1963-03-25,51.75
310,AA,1963-03-26,52.13
311,AA,1963-03-27,53.38
312,AA,1963-03-28,53.0
313,AA,1963-03-29,52.75
314,AA,1963-04-01,52.37
315,AA,1963-04-02,52.0
316,AA,1963-04-03,53.12
317,AA,1963-04-04,54.25
318,AA,1963-04-05,54.37
319,AA,1963-04-08,54.88
320,AA,1963-04-09,55.13
321,AA,1963-04-10,54.62
322,AA,1963-04-11,55.13
323,AA,1963-04-15,55.25
324,AA,1963-04-16,56.25
325,AA,1963-04-17,56.5
326,AA,1963-04-18,53.75
327,AA,1963-04-19,55.13
328,AA,1963-04-22,54.88
329,AA,1963-04-23,55.87
330,AA,1963-04-24,56.75
331,AA,1963-04-25,58.25
332,AA,1963-04-26,58.25
333,AA,1963-04-29,58.13
334,AA,1963-04-30,57.88
335,AA,1963-05-01,58.25
336,AA,1963-05-02,58.37
337,AA,1963-05-03,59.12
338,AA,1963-05-06,59.0
339,AA,1963-05-07,59.63
340,AA,1963-05-08,60.88
341,AA,1963-05-09,62.12
342,AA,1963-05-10,62.38
343,AA,1963-05-13,63.5
344,AA,1963-05-14,63.25
345,AA,1963-05-15,63.88
346,AA,1963-05-16,63.88
347,AA,1963-05-17,64.75
348,AA,1963-05-20,63.62
349,AA,1963-05-21,62.87
350,AA,1963-05-22,63.13
351,AA,1963-05-23,62.75
352,AA,1963-05-24,62.75
353,AA,1963-05-27,61.87
354,AA,1963-05-28,62.25
355,AA,1963-05-29,63.0
356,AA,1963-05-31,63.62
357,AA,1963-06-03,64.13
358,AA,1963-06-04,65.75
359,AA,1963-06-05,66.5
360,AA,1963-06-06,66.62
361,AA,1963-06-07,64.25
362,AA,1963-06-10,63.37
363,AA,1963-06-11,63.75
364,AA,1963-06-12,66.0
365,AA,1963-06-13,66.25
366,AA,1963-06-14,65.5
367,AA,1963-06-17,65.25
368,AA,1963-06-18,66.75
369,AA,1963-06-19,67.0
370,AA,1963-06-20,67.0
371,AA,1963-06-21,68.87
372,AA,1963-06-24,67.5
373,AA,1963-06-25,66.88
374,AA,1963-06-26,65.0
375,AA,1963-06-27,64.37
376,AA,1963-06-28,64.13
377,AA,1963-07-01,63.0
378,AA,1963-07-02,64.63
379,AA,1963-07-03,66.25
380,AA,1963-07-05,67.63
381,AA,1963-07-08,67.0
382,AA,1963-07-09,68.0
383,AA,1963-07-10,67.87
384,AA,1963-07-11,67.5
385,AA,1963-07-12,66.88
386,AA,1963-07-15,65.5
387,AA,1963-07-16,64.63
388,AA,1963-07-17,64.75
389,AA,1963-07-18,65.12
390,AA,1963-07-19,61.87
391,AA,1963-07-22,60.37
392,AA,1963-07-23,60.5
393,AA,1963-07-24,62.63
394,AA,1963-07-25,61.37
395,AA,1963-07-26,61.25
396,AA,1963-07-29,61.75
397,AA,1963-07-30,63.62
398,AA,1963-07-31,63.5
399,AA,1963-08-01,62.25
400,AA,1963-08-02,62.0
401,AA,1963-08-05,61.87
402,AA,1963-08-06,64.0
403,AA,1963-08-07,64.0
404,AA,1963-08-08,63.0
405,AA,1963-08-09,64.37
406,AA,1963-08-12,64.13
407,AA,1963-08-13,65.0
408,AA,1963-08-14,63.75
409,AA,1963-08-15,64.5
410,AA,1963-08-16,64.5
411,AA,1963-08-19,64.5
412,AA,1963-08-20,64.0
413,AA,1963-08-21,63.62
414,AA,1963-08-22,64.37
415,AA,1963-08-23,65.25
416,AA,1963-08-26,64.63
417,AA,1963-08-27,63.25
418,AA,1963-08-28,63.62
419,AA,1963-08-29,63.5
420,AA,1963-08-30,64.0
421,AA,1963-09-03,64.0
422,AA,1963-09-04,64.5
423,AA,1963-09-05,63.25
424,AA,1963-09-06,62.38
425,AA,1963-09-09,61.75
426,AA,1963-09-10,61.5
427,AA,1963-09-11,62.87
428,AA,1963-09-12,64.13
429,AA,1963-09-13,63.88
430,AA,1963-09-16,64.0
431,AA,1963-09-17,64.25
432,AA,1963-09-18,64.13
433,AA,1963-09-19,65.0
434,AA,1963-09-20,64.5
435,AA,1963-09-23,62.25
436,AA,1963-09-24,65.0
437,AA,1963-09-25,65.63
438,AA,1963-09-26,65.25
439,AA,1963-09-27,65.75
440,AA,1963-09-30,65.87
441,AA,1963-10-01,65.87
442,AA,1963-10-02,66.0
443,AA,1963-10-03,66.37
444,AA,1963-10-04,67.0
445,AA,1963-10-07,67.63
446,AA,1963-10-08,67.63
447,AA,1963-10-09,66.13
448,AA,1963-10-10,66.5
449,AA,1963-10-11,66.37
450,AA,1963-10-14,67.0
451,AA,1963-10-15,67.13
452,AA,1963-10-16,68.25
453,AA,1963-10-17,69.37
454,AA,1963-10-18,69.62
455,AA,1963-10-21,69.88
456,AA,1963-10-22,68.75
457,AA,1963-10-23,69.25
458,AA,1963-10-24,69.62
459,AA,1963-10-25,69.25
460,AA,1963-10-28,69.0
461,AA,1963-10-29,69.0
462,AA,1963-10-30,68.5
463,AA,1963-10-31,68.25
464,AA,1963-11-01,67.5
465,AA,1963-11-04,65.75
466,AA,1963-11-06,65.12
467,AA,1963-11-07,64.25
468,AA,1963-11-08,65.5
469,AA,1963-11-11,65.75
470,AA,1963-11-12,66.37
471,AA,1963-11-13,65.87
472,AA,1963-11-14,65.0
473,AA,1963-11-15,65.0
474,AA,1963-11-18,64.25
475,AA,1963-11-19,64.5
476,AA,1963-11-20,63.5
477,AA,1963-11-21,61.37
478,AA,1963-11-22,59.12
479,AA,1963-11-26,62.12
480,AA,1963-11-27,63.25
481,AA,1963-11-29,64.75
482,AA,1963-12-02,64.37
483,AA,1963-12-03,64.0
484,AA,1963-12-04,64.5
485,AA,1963-12-05,67.13
486,AA,1963-12-06,66.13
487,AA,1963-12-09,67.75
488,AA,1963-12-10,67.87
489,AA,1963-12-11,67.25
490,AA,1963-12-12,67.0
491,AA,1963-12-13,67.25
492,AA,1963-12-16,67.0
493,AA,1963-12-17,67.37
494,AA,1963-12-18,68.5
495,AA,1963-12-19,67.87
496,AA,1963-12-20,67.75
497,AA,1963-12-23,68.12
498,AA,1963-12-24,67.13
499,AA,1963-12-26,67.37
500,AA,1963-12-27,68.87
501,AA,1963-12-30,68.5
502,AA,1963-12-31,68.75
503,AA,1964-01-02,68.25
504,AA,1964-01-03,68.25
505,AA,1964-01-06,69.37
506,AA,1964-01-07,71.5
507,AA,1964-01-08,70.75
508,AA,1964-01-09,72.0
509,AA,1964-01-10,72.62
510,AA,1964-01-13,74.0
511,AA,1964-01-14,74.87
512,AA,1964-01-15,74.25
513,AA,1964-01-16,74.5
514,AA,1964-01-17,76.0
515,AA,1964-01-20,74.38
516,AA,1964-01-21,72.5
517,AA,1964-01-22,72.25
518,AA,1964-01-23,72.88
519,AA,1964-01-24,72.62
520,AA,1964-01-27,73.75
521,AA,1964-01-28,74.38
522,AA,1964-01-29,73.75
523,AA,1964-01-30,73.37
524,AA,1964-01-31,74.0
525,AA,1964-02-03,74.0
526,AA,1964-02-04,75.25
527,AA,1964-02-05,74.87
528,AA,1964-02-06,74.63
529,AA,1964-02-07,74.38
530,AA,1964-02-10,74.5
531,AA,1964-02-11,74.75
532,AA,1964-02-12,75.13
533,AA,1964-02-13,75.88
534,AA,1964-02-14,75.0
535,AA,1964-02-17,74.75
536,AA,1964-02-18,74.63
537,AA,1964-02-19,73.87
538,AA,1964-02-20,73.75
539,AA,1964-02-24,72.75
540,AA,1964-02-25,72.25
541,AA,1964-02-26,72.62
542,AA,1964-02-27,72.13
543,AA,1964-02-28,72.75
544,AA,1964-03-02,74.0
545,AA,1964-03-03,74.25
546,AA,1964-03-04,75.5
547,AA,1964-03-05,75.88
548,AA,1964-03-06,76.75
549,AA,1964-03-09,78.13
550,AA,1964-03-10,78.25
551,AA,1964-03-11,78.88
552,AA,1964-03-12,78.13
553,AA,1964-03-13,78.0
554,AA,1964-03-16,77.38
555,AA,1964-03-17,75.88
556,AA,1964-03-18,76.0
557,AA,1964-03-19,75.75
558,AA,1964-03-20,76.25
559,AA,1964-03-23,75.5
560,AA,1964-03-24,75.88
561,AA,1964-03-25,76.25
562,AA,1964-03-26,76.87
563,AA,1964-03-30,76.63
564,AA,1964-03-31,76.87
565,AA,1964-04-01,77.75
566,AA,1964-04-02,81.0
567,AA,1964-04-03,80.5
568,AA,1964-04-06,81.0
569,AA,1964-04-07,80.0
570,AA,1964-04-08,81.0
571,AA,1964-04-09,81.13
572,AA,1964-04-10,81.0
573,AA,1964-04-13,81.5
574,AA,1964-04-14,81.5
575,AA,1964-04-15,80.87
576,AA,1964-04-16,81.75
577,AA,1964-04-17,81.75
578,AA,1964-04-20,80.63
579,AA,1964-04-21,81.0
580,AA,1964-04-22,80.25
581,AA,1964-04-23,78.37
582,AA,1964-04-24,77.25
583,AA,1964-04-27,76.0
584,AA,1964-04-28,76.75
585,AA,1964-04-29,76.87
586,AA,1964-04-30,75.75
587,AA,1964-05-01,76.25
588,AA,1964-05-04,77.75
589,AA,1964-05-05,76.5
590,AA,1964-05-06,75.75
591,AA,1964-05-07,77.38
592,AA,1964-05-08,78.75
593,AA,1964-05-11,78.75
594,AA,1964-05-12,79.0
595,AA,1964-05-13,79.5
596,AA,1964-05-14,79.87
597,AA,1964-05-15,79.37
598,AA,1964-05-18,78.62
599,AA,1964-05-19,78.0
600,AA,1964-05-20,77.75
601,AA,1964-05-21,77.75
602,AA,1964-05-22,76.25
603,AA,1964-05-25,74.0
604,AA,1964-05-26,73.87
605,AA,1964-05-27,73.87
606,AA,1964-05-28,73.25
607,AA,1964-06-01,72.37
608,AA,1964-06-02,71.0
609,AA,1964-06-03,71.75
610,AA,1964-06-04,71.87
611,AA,1964-06-05,72.37
612,AA,1964-06-08,72.25
613,AA,1964-06-09,73.63
614,AA,1964-06-10,71.63
615,AA,1964-06-11,71.87
616,AA,1964-06-12,70.75
617,AA,1964-06-15,71.25
618,AA,1964-06-16,70.87
619,AA,1964-06-17,71.0
620,AA,1964-06-18,72.37
621,AA,1964-06-19,72.37
622,AA,1964-06-22,72.75
623,AA,1964-06-23,72.75
624,AA,1964-06-24,73.5
625,AA,1964-06-25,73.0
626,AA,1964-06-26,72.62
627,AA,1964-06-29,72.37
628,AA,1964-06-30,71.63
629,AA,1964-07-01,72.0
630,AA,1964-07-02,72.13
631,AA,1964-07-06,72.0
632,AA,1964-07-07,70.75
633,AA,1964-07-08,70.5
634,AA,1964-07-09,69.5
635,AA,1964-07-10,69.5
636,AA,1964-07-13,69.5
637,AA,1964-07-14,69.25
638,AA,1964-07-15,68.5
639,AA,1964-07-16,69.0
640,AA,1964-07-17,70.63
641,AA,1964-07-20,70.5
642,AA,1964-07-21,69.88
643,AA,1964-07-22,69.88
644,AA,1964-07-23,68.5
645,AA,1964-07-24,68.0
646,AA,1964-07-27,67.5
647,AA,1964-07-28,67.0
648,AA,1964-07-29,67.5
649,AA,1964-07-30,68.0
650,AA,1964-07-31,67.5
651,AA,1964-08-03,67.5
652,AA,1964-08-04,66.5
653,AA,1964-08-05,67.25
654,AA,1964-08-06,65.0
655,AA,1964-08-07,66.5
656,AA,1964-08-10,66.75
657,AA,1964-08-11,66.62
658,AA,1964-08-12,68.25
659,AA,1964-08-13,68.0
660,AA,1964-08-14,67.5
661,AA,1964-08-17,67.5
662,AA,1964-08-18,67.25
663,AA,1964-08-19,66.37
664,AA,1964-08-20,65.87
665,AA,1964-08-21,64.75
666,AA,1964-08-24,64.63
667,AA,1964-08-25,65.0
668,AA,1964-08-26,64.75
669,AA,1964-08-27,65.0
670,AA,1964-08-28,66.25
671,AA,1964-08-31,65.5
672,AA,1964-09-01,66.0
673,AA,1964-09-02,67.0
674,AA,1964-09-03,66.5
675,AA,1964-09-04,67.0
676,AA,1964-09-08,68.0
677,AA,1964-09-09,68.87
678,AA,1964-09-10,68.63
679,AA,1964-09-11,67.75
680,AA,1964-09-14,65.87
681,AA,1964-09-15,65.0
682,AA,1964-09-16,64.25
683,AA,1964-09-17,66.0
684,AA,1964-09-18,65.87
685,AA,1964-09-21,65.63
686,AA,1964-09-22,66.62
687,AA,1964-09-23,66.25
688,AA,1964-09-24,66.75
689,AA,1964-09-25,65.38
690,AA,1964-09-28,66.13
691,AA,1964-09-29,65.5
692,AA,1964-09-30,65.5
693,AA,1964-10-01,64.0
694,AA,1964-10-02,63.25
695,AA,1964-10-05,63.5
696,AA,1964-10-06,63.0
697,AA,1964-10-07,62.5
698,AA,1964-10-08,61.63
699,AA,1964-10-09,62.0
700,AA,1964-10-12,62.0
701,AA,1964-10-13,62.63
702,AA,1964-10-14,63.37
703,AA,1964-10-15,62.63
704,AA,1964-10-16,63.37
705,AA,1964-10-19,62.38
706,AA,1964-10-20,62.75
707,AA,1964-10-21,61.63
708,AA,1964-10-22,60.88
709,AA,1964-10-23,60.13
710,AA,1964-10-26,59.63
711,AA,1964-10-27,60.13
712,AA,1964-10-28,60.5
713,AA,1964-10-29,60.25
714,AA,1964-10-30,61.13
715,AA,1964-11-02,61.37
716,AA,1964-11-04,61.37
717,AA,1964-11-05,60.75
718,AA,1964-11-06,60.5
719,AA,1964-11-09,61.25
720,AA,1964-11-10,60.37
721,AA,1964-11-11,60.25
722,AA,1964-11-12,59.75
723,AA,1964-11-13,59.87
724,AA,1964-11-16,61.5
725,AA,1964-11-17,63.37
726,AA,1964-11-18,64.37
727,AA,1964-11-19,64.25
728,AA,1964-11-20,63.5
729,AA,1964-11-23,63.88
730,AA,1964-11-24,63.0
731,AA,1964-11-25,62.63
732,AA,1964-11-27,62.87
733,AA,1964-11-30,62.5
734,AA,1964-12-01,61.63
735,AA,1964-12-02,62.38
736,AA,1964-12-03,62.38
737,AA,1964-12-04,62.25
738,AA,1964-12-07,62.38
739,AA,1964-12-08,61.37
740,AA,1964-12-09,60.5
741,AA,1964-12-10,59.12
742,AA,1964-12-11,59.87
743,AA,1964-12-14,59.5
744,AA,1964-12-15,59.12
745,AA,1964-12-16,59.63
746,AA,1964-12-17,60.88
747,AA,1964-12-18,61.5
748,AA,1964-12-21,61.75
749,AA,1964-12-22,60.5
750,AA,1964-12-23,59.87
751,AA,1964-12-24,59.63
752,AA,1964-12-28,59.63
753,AA,1964-12-29,59.63
754,AA,1964-12-30,60.0
755,AA,1964-12-31,61.5
756,AA,1965-01-04,60.62
757,AA,1965-01-05,61.5
758,AA,1965-01-06,61.13
759,AA,1965-01-07,61.5
760,AA,1965-01-08,61.37
761,AA,1965-01-11,61.75
762,AA,1965-01-12,61.75
763,AA,1965-01-13,61.87
764,AA,1965-01-14,62.12
765,AA,1965-01-15,63.75
766,AA,1965-01-18,65.75
767,AA,1965-01-19,66.0
768,AA,1965-01-20,65.0
769,AA,1965-01-21,64.0
770,AA,1965-01-22,63.37
771,AA,1965-01-25,62.87
772,AA,1965-01-26,63.62
773,AA,1965-01-27,63.37
774,AA,1965-01-28,63.0
775,AA,1965-01-29,62.5
776,AA,1965-02-01,62.75
777,AA,1965-02-02,63.25
778,AA,1965-02-03,63.75
779,AA,1965-02-04,63.25
780,AA,1965-02-05,63.0
781,AA,1965-02-08,63.75
782,AA,1965-02-09,64.25
783,AA,1965-02-10,63.88
784,AA,1965-02-11,62.5
785,AA,1965-02-12,63.75
786,AA,1965-02-15,63.75
787,AA,1965-02-16,63.0
788,AA,1965-02-17,64.75
789,AA,1965-02-18,66.0
790,AA,1965-02-19,65.63
791,AA,1965-02-23,67.25
792,AA,1965-02-24,69.0
793,AA,1965-02-25,70.5
794,AA,1965-02-26,71.25
795,AA,1965-03-01,70.75
796,AA,1965-03-02,71.5
797,AA,1965-03-03,70.5
798,AA,1965-03-04,69.62
799,AA,1965-03-05,69.13
800,AA,1965-03-08,70.0
801,AA,1965-03-09,70.13
802,AA,1965-03-10,70.13
803,AA,1965-03-11,70.87
804,AA,1965-03-12,69.75
805,AA,1965-03-15,70.0
806,AA,1965-03-16,69.37
807,AA,1965-03-17,68.87
808,AA,1965-03-18,68.63
809,AA,1965-03-19,67.75
810,AA,1965-03-22,67.13
811,AA,1965-03-23,68.5
812,AA,1965-03-24,68.75
813,AA,1965-03-25,68.5
814,AA,1965-03-26,66.88
815,AA,1965-03-29,65.87
816,AA,1965-03-30,66.62
817,AA,1965-03-31,65.87
818,AA,1965-04-01,66.25
819,AA,1965-04-02,66.13
820,AA,1965-04-05,66.75
821,AA,1965-04-06,67.25
822,AA,1965-04-07,66.75
823,AA,1965-04-08,68.5
824,AA,1965-04-09,70.25
825,AA,1965-04-12,70.5
826,AA,1965-04-13,70.63
827,AA,1965-04-14,70.87
828,AA,1965-04-15,70.87
829,AA,1965-04-19,71.75
830,AA,1965-04-20,72.13
831,AA,1965-04-21,71.75
832,AA,1965-04-22,72.5
833,AA,1965-04-23,72.25
834,AA,1965-04-26,73.0
835,AA,1965-04-27,72.25
836,AA,1965-04-28,71.75
837,AA,1965-04-29,71.63
838,AA,1965-04-30,71.87
839,AA,1965-05-03,72.13
840,AA,1965-05-04,72.5
841,AA,1965-05-05,74.12
842,AA,1965-05-06,74.63
843,AA,1965-05-07,74.87
844,AA,1965-05-10,75.62
845,AA,1965-05-11,77.0
846,AA,1965-05-12,78.0
847,AA,1965-05-13,78.0
848,AA,1965-05-14,79.0
849,AA,1965-05-17,78.0
850,AA,1965-05-18,78.0
851,AA,1965-05-19,79.0
852,AA,1965-05-20,78.75
853,AA,1965-05-21,77.12
854,AA,1965-05-24,76.63
855,AA,1965-05-25,77.63
856,AA,1965-05-26,76.87
857,AA,1965-05-27,76.37
858,AA,1965-05-28,76.5
859,AA,1965-06-01,76.37
860,AA,1965-06-02,75.75
861,AA,1965-06-03,76.13
862,AA,1965-06-04,76.63
863,AA,1965-06-07,75.25
864,AA,1965-06-08,74.12
865,AA,1965-06-09,73.0
866,AA,1965-06-10,73.0
867,AA,1965-06-11,74.0
868,AA,1965-06-14,73.0
869,AA,1965-06-15,73.87
870,AA,1965-06-16,73.5
871,AA,1965-06-17,74.25
872,AA,1965-06-18,73.25
